order_id,customer_id,employee_id,order_date,order_time,order_type,total_bill,order_status
1010,109,15,2026-05-30,13:00:00,Dine-In,1758,Completed
1011,198,22,2026-06-05,13:00:00,Takeaway,2592,Completed
1012,450,13,2026-04-28,13:00:00,Takeaway,890,Completed
1013,262,4,2026-06-13,13:00:00,Takeaway,1188,Completed
1014,315,13,2026-07-20,13:00:00,Takeaway,1866,Completed
1015,500,14,2026-06-01,13:00:00,Takeaway,1936,Completed
1016,237,16,2026-07-04,13:00:00,Takeaway,1228,Completed
1017,269,22,2026-01-21,13:00:00,Dine-In,2355,Completed
1018,292,23,2026-07-04,13:00:00,Takeaway,1857,Completed
1019,205,19,2026-03-13,13:00:00,Delivery,2231,Completed
1020,466,13,2026-03-24,13:00:00,Delivery,1334,Completed
1021,362,10,2026-04-11,13:00:00,Delivery,390,Completed
1022,381,26,2026-04-26,13:00:00,Takeaway,1599,Completed
1023,155,12,2026-04-05,13:00:00,Delivery,1540,Completed
1024,473,22,2026-07-27,13:00:00,Dine-In,2828,Completed
1025,194,21,2026-01-02,13:00:00,Takeaway,1888,Completed
1026,76,3,2026-07-24,13:00:00,Delivery,877,Completed
1027,221,8,2026-07-21,13:00:00,Takeaway,1638,Completed
1028,158,8,2026-07-04,13:00:00,Takeaway,1634,Completed
1029,342,18,2026-03-19,13:00:00,Delivery,939,Completed
1030,22,17,2026-02-05,13:00:00,Delivery,1637,Completed
1031,149,10,2026-06-18,13:00:00,Dine-In,2827,Completed
1032,284,9,2026-04-09,13:00:00,Delivery,734,Completed
1033,64,28,2026-07-19,13:00:00,Delivery,1735,Completed
1034,265,24,2026-01-15,13:00:00,Delivery,1181,Completed
1035,159,8,2026-05-08,13:00:00,Dine-In,767,Completed
1036,28,2,2026-06-21,13:00:00,Takeaway,2033,Completed
1037,462,17,2026-01-23,13:00:00,Takeaway,3250,Completed
1038,401,2,2026-05-11,13:00:00,Dine-In,1000,Completed
1039,84,22,2026-03-31,13:00:00,Delivery,1890,Completed
1040,33,13,2026-04-30,13:00:00,Takeaway,747,Completed
1041,138,6,2026-06-19,13:00:00,Takeaway,2258,Completed
1042,131,26,2026-02-28,13:00:00,Dine-In,974,Completed
1043,175,30,2026-02-10,13:00:00,Dine-In,1670,Completed
1044,479,14,2026-06-26,13:00:00,Delivery,951,Completed
1045,219,6,2026-02-25,13:00:00,Dine-In,2434,Completed
1046,248,6,2026-03-17,13:00:00,Delivery,1319,Completed
1047,256,19,2026-05-28,13:00:00,Delivery,1623,Completed
1048,141,26,2026-01-21,13:00:00,Dine-In,1554,Completed
1049,277,25,2026-05-06,13:00:00,Delivery,1672,Completed
1050,434,29,2026-06-03,13:00:00,Delivery,1449,Completed
1051,277,28,2026-04-06,13:00:00,Takeaway,2134,Completed
1052,71,1,2026-02-26,13:00:00,Delivery,958,Completed
1053,388,1,2026-03-06,13:00:00,Delivery,1178,Completed
1054,170,28,2026-01-18,13:00:00,Dine-In,1317,Completed
1055,239,17,2026-03-31,13:00:00,Dine-In,1365,Completed
1056,193,27,2026-05-09,13:00:00,Dine-In,2667,Completed
1057,471,1,2026-02-06,13:00:00,Dine-In,2175,Completed
1058,112,22,2026-02-07,13:00:00,Dine-In,1072,Completed
1059,420,12,2026-01-28,13:00:00,Takeaway,1933,Completed
1060,248,17,2026-07-11,13:00:00,Takeaway,1456,Completed
1061,79,21,2026-07-16,13:00:00,Dine-In,1086,Completed
1062,344,23,2026-03-09,13:00:00,Delivery,2153,Completed
1063,142,25,2026-05-10,13:00:00,Dine-In,1333,Completed
1064,10,30,2026-06-30,13:00:00,Dine-In,2771,Completed
1065,47,23,2026-01-07,13:00:00,Takeaway,1282,Completed
1066,104,21,2026-01-22,13:00:00,Dine-In,1895,Completed
1067,99,19,2026-04-02,13:00:00,Takeaway,1530,Completed
1068,231,2,2026-04-07,13:00:00,Takeaway,1755,Completed
1069,465,8,2026-07-26,13:00:00,Delivery,2735,Completed
1070,461,7,2026-07-05,13:00:00,Takeaway,1452,Completed
1071,434,13,2026-02-11,13:00:00,Dine-In,2112,Completed
1072,432,18,2026-06-12,13:00:00,Takeaway,1516,Completed
1073,156,2,2026-04-04,13:00:00,Dine-In,466,Completed
1074,498,11,2026-07-15,13:00:00,Dine-In,1774,Completed
1075,119,22,2026-01-18,13:00:00,Dine-In,1336,Completed
1076,338,2,2026-07-10,13:00:00,Dine-In,2652,Completed
1077,37,29,2026-02-17,13:00:00,Delivery,1286,Completed
1078,130,9,2026-02-11,13:00:00,Delivery,1685,Completed
1079,439,27,2026-02-05,13:00:00,Takeaway,2450,Completed
1080,287,9,2026-03-23,13:00:00,Dine-In,2793,Completed
1081,415,23,2026-04-11,13:00:00,Dine-In,1008,Completed
1082,456,20,2026-03-27,13:00:00,Delivery,1050,Completed
1083,299,28,2026-02-03,13:00:00,Dine-In,867,Completed
1084,247,26,2026-04-04,13:00:00,Delivery,1151,Completed
1085,11,24,2026-03-07,13:00:00,Dine-In,1460,Completed
1086,89,30,2026-06-30,13:00:00,Delivery,2211,Completed
1087,464,16,2026-03-01,13:00:00,Dine-In,2529,Completed
1088,155,22,2026-04-24,13:00:00,Takeaway,1449,Completed
1089,55,5,2026-07-20,13:00:00,Delivery,1744,Completed
1090,121,20,2026-03-25,13:00:00,Delivery,546,Completed
1091,221,27,2026-05-25,13:00:00,Dine-In,1958,Completed
1092,34,9,2026-04-30,13:00:00,Takeaway,509,Completed
1093,414,12,2026-05-29,13:00:00,Dine-In,1422,Completed
1094,47,11,2026-05-16,13:00:00,Dine-In,602,Completed
1095,115,20,2026-02-15,13:00:00,Delivery,3324,Completed
1096,215,6,2026-06-27,13:00:00,Delivery,1431,Completed
1097,476,10,2026-01-12,13:00:00,Delivery,2230,Completed
1098,181,15,2026-05-09,13:00:00,Dine-In,1227,Completed
1099,156,26,2026-05-23,13:00:00,Takeaway,1437,Completed
1100,381,28,2026-02-07,13:00:00,Takeaway,1435,Completed
1101,245,2,2026-03-19,13:00:00,Delivery,1697,Completed
1102,59,25,2026-02-01,13:00:00,Delivery,463,Completed
1103,257,1,2026-03-04,13:00:00,Dine-In,1741,Completed
1104,135,9,2026-01-05,13:00:00,Takeaway,2178,Completed
1105,140,11,2026-01-06,13:00:00,Dine-In,1163,Completed
1106,493,27,2026-01-04,13:00:00,Dine-In,1155,Completed
1107,71,11,2026-03-11,13:00:00,Takeaway,1889,Completed
1108,264,30,2026-02-16,13:00:00,Delivery,930,Completed
1109,16,21,2026-07-06,13:00:00,Takeaway,2022,Completed
1110,86,13,2026-03-08,13:00:00,Takeaway,1891,Completed
1111,239,10,2026-03-01,13:00:00,Dine-In,1104,Completed
1112,438,21,2026-01-01,13:00:00,Delivery,1614,Completed
1113,205,8,2026-07-01,13:00:00,Takeaway,1409,Completed
1114,390,27,2026-04-16,13:00:00,Takeaway,563,Completed
1115,214,18,2026-04-16,13:00:00,Dine-In,1856,Completed
1116,247,22,2026-04-24,13:00:00,Delivery,1602,Completed
1117,170,10,2026-07-21,13:00:00,Takeaway,1374,Completed
1118,284,6,2026-06-05,13:00:00,Takeaway,2369,Completed
1119,140,15,2026-07-26,13:00:00,Delivery,1259,Completed
1120,195,4,2026-05-25,13:00:00,Takeaway,786,Completed
1121,354,22,2026-03-29,13:00:00,Delivery,1474,Completed
1122,84,13,2026-02-22,13:00:00,Delivery,2095,Completed
1123,279,5,2026-03-02,13:00:00,Dine-In,2227,Completed
1124,137,14,2026-05-03,13:00:00,Takeaway,847,Completed
1125,346,9,2026-02-24,13:00:00,Delivery,1873,Completed
1126,206,18,2026-07-24,13:00:00,Dine-In,1199,Completed
1127,107,14,2026-05-14,13:00:00,Delivery,1063,Completed
1128,386,16,2026-06-27,13:00:00,Dine-In,2609,Completed
1129,186,12,2026-06-27,13:00:00,Takeaway,2581,Completed
1130,433,15,2026-01-11,13:00:00,Dine-In,605,Completed
1131,218,3,2026-03-11,13:00:00,Dine-In,1524,Completed
1132,107,30,2026-01-06,13:00:00,Takeaway,1906,Completed
1133,140,8,2026-06-03,13:00:00,Takeaway,2673,Completed
1134,263,18,2026-07-10,13:00:00,Dine-In,1934,Completed
1135,293,12,2026-02-27,13:00:00,Delivery,2091,Completed
1136,259,17,2026-04-23,13:00:00,Delivery,1717,Completed
1137,240,13,2026-04-10,13:00:00,Dine-In,1710,Completed
1138,303,9,2026-07-29,13:00:00,Dine-In,2166,Completed
1139,139,29,2026-04-24,13:00:00,Delivery,1580,Completed
1140,144,22,2026-03-17,13:00:00,Dine-In,982,Completed
1141,51,5,2026-03-16,13:00:00,Delivery,1146,Completed
1142,431,5,2026-04-07,13:00:00,Takeaway,2445,Completed
1143,484,10,2026-03-24,13:00:00,Delivery,1362,Completed
1144,114,2,2026-06-12,13:00:00,Delivery,2673,Completed
1145,460,22,2026-03-15,13:00:00,Delivery,2079,Completed
1146,320,26,2026-07-20,13:00:00,Takeaway,1510,Completed
1147,151,1,2026-03-20,13:00:00,Dine-In,941,Completed
1148,33,25,2026-03-20,13:00:00,Takeaway,2075,Completed
1149,174,10,2026-02-12,13:00:00,Delivery,1063,Completed
1150,100,27,2026-04-24,13:00:00,Dine-In,590,Completed
1151,281,28,2026-07-02,13:00:00,Dine-In,1381,Completed
1152,434,5,2026-01-21,13:00:00,Dine-In,2751,Completed
1153,77,11,2026-05-12,13:00:00,Takeaway,1183,Completed
1154,182,29,2026-03-18,13:00:00,Delivery,1270,Completed
1155,497,30,2026-04-25,13:00:00,Takeaway,1980,Completed
1156,430,4,2026-07-08,13:00:00,Dine-In,1707,Completed
1157,257,27,2026-01-28,13:00:00,Dine-In,1947,Completed
1158,104,10,2026-02-21,13:00:00,Takeaway,856,Completed
1159,449,28,2026-06-29,13:00:00,Delivery,1113,Completed
1160,414,5,2026-01-31,13:00:00,Takeaway,344,Completed
1161,100,26,2026-06-18,13:00:00,Takeaway,1995,Completed
1162,199,9,2026-01-02,13:00:00,Takeaway,2290,Completed
1163,125,18,2026-07-01,13:00:00,Takeaway,2313,Completed
1164,296,29,2026-04-21,13:00:00,Takeaway,1251,Completed
1165,7,18,2026-05-25,13:00:00,Dine-In,1060,Completed
1166,243,21,2026-07-13,13:00:00,Dine-In,943,Completed
1167,66,8,2026-06-03,13:00:00,Dine-In,654,Completed
1168,327,29,2026-04-05,13:00:00,Takeaway,1048,Completed
1169,474,26,2026-07-27,13:00:00,Delivery,836,Completed
1170,25,1,2026-05-07,13:00:00,Delivery,1305,Completed
1171,256,15,2026-03-11,13:00:00,Takeaway,1374,Completed
1172,488,24,2026-05-13,13:00:00,Takeaway,1126,Completed
1173,166,19,2026-03-05,13:00:00,Delivery,1941,Completed
1174,405,29,2026-03-22,13:00:00,Delivery,2045,Completed
1175,341,13,2026-07-24,13:00:00,Takeaway,2197,Completed
1176,11,28,2026-01-30,13:00:00,Dine-In,2283,Completed
1177,209,20,2026-05-27,13:00:00,Takeaway,869,Completed
1178,46,7,2026-01-09,13:00:00,Dine-In,1338,Completed
1179,469,17,2026-02-22,13:00:00,Takeaway,2109,Completed
1180,236,8,2026-07-24,13:00:00,Takeaway,1300,Completed
1181,18,15,2026-03-14,13:00:00,Dine-In,2615,Completed
1182,308,22,2026-02-17,13:00:00,Delivery,1514,Completed
1183,33,9,2026-07-17,13:00:00,Dine-In,1909,Completed
1184,286,14,2026-05-12,13:00:00,Delivery,1805,Completed
1185,197,4,2026-01-04,13:00:00,Takeaway,1784,Completed
1186,266,23,2026-01-09,13:00:00,Delivery,1652,Completed
1187,26,30,2026-06-16,13:00:00,Dine-In,3163,Completed
1188,271,14,2026-04-13,13:00:00,Takeaway,829,Completed
1189,30,26,2026-07-13,13:00:00,Delivery,2827,Completed
1190,230,11,2026-04-18,13:00:00,Takeaway,854,Completed
1191,105,17,2026-01-31,13:00:00,Takeaway,1233,Completed
1192,7,12,2026-07-16,13:00:00,Delivery,838,Completed
1193,334,23,2026-06-04,13:00:00,Dine-In,1149,Completed
1194,154,7,2026-03-27,13:00:00,Takeaway,2079,Completed
1195,269,16,2026-01-29,13:00:00,Delivery,1018,Completed
1196,420,29,2026-01-18,13:00:00,Takeaway,1205,Completed
1197,127,27,2026-05-18,13:00:00,Delivery,2467,Completed
1198,393,12,2026-07-21,13:00:00,Takeaway,1092,Completed
1199,228,17,2026-02-18,13:00:00,Dine-In,1260,Completed
1200,268,17,2026-06-11,13:00:00,Dine-In,515,Completed
1201,181,3,2026-06-24,13:00:00,Takeaway,1686,Completed
1202,230,11,2026-07-21,13:00:00,Delivery,1388,Completed
1203,39,2,2026-05-13,13:00:00,Delivery,2557,Completed
1204,409,21,2026-05-24,13:00:00,Dine-In,3304,Completed
1205,28,1,2026-07-02,13:00:00,Dine-In,1161,Completed
1206,195,18,2026-07-02,13:00:00,Delivery,1880,Completed
1207,306,12,2026-06-17,13:00:00,Takeaway,1137,Completed
1208,454,15,2026-05-03,13:00:00,Delivery,1116,Completed
1209,226,9,2026-06-18,13:00:00,Delivery,1044,Completed
1210,301,29,2026-02-26,13:00:00,Dine-In,1463,Completed
1211,149,3,2026-05-26,13:00:00,Dine-In,2579,Completed
1212,401,15,2026-07-11,13:00:00,Delivery,839,Completed
1213,67,21,2026-03-31,13:00:00,Takeaway,1770,Completed
1214,112,29,2026-06-10,13:00:00,Takeaway,1323,Completed
1215,6,22,2026-06-24,13:00:00,Dine-In,2331,Completed
1216,407,17,2026-01-10,13:00:00,Takeaway,788,Completed
1217,133,18,2026-06-27,13:00:00,Dine-In,1054,Completed
1218,271,5,2026-05-05,13:00:00,Delivery,1117,Completed
1219,500,6,2026-04-22,13:00:00,Dine-In,1721,Completed
1220,283,6,2026-07-02,13:00:00,Delivery,2001,Completed
1221,452,28,2026-05-19,13:00:00,Delivery,1314,Completed
1222,164,9,2026-04-03,13:00:00,Dine-In,2405,Completed
1223,400,17,2026-05-09,13:00:00,Takeaway,1476,Completed
1224,415,29,2026-02-13,13:00:00,Dine-In,1143,Completed
1225,68,23,2026-05-25,13:00:00,Dine-In,1269,Completed
1226,60,28,2026-01-23,13:00:00,Takeaway,3666,Completed
1227,217,15,2026-07-02,13:00:00,Dine-In,2213,Completed
1228,137,24,2026-04-09,13:00:00,Delivery,2196,Completed
1229,165,27,2026-02-22,13:00:00,Dine-In,561,Completed
1230,306,22,2026-02-06,13:00:00,Delivery,1318,Completed
1231,263,26,2026-03-26,13:00:00,Delivery,1873,Completed
1232,274,30,2026-03-01,13:00:00,Delivery,1916,Completed
1233,241,3,2026-05-17,13:00:00,Takeaway,2540,Completed
1234,256,21,2026-07-16,13:00:00,Takeaway,1169,Completed
1235,247,4,2026-05-07,13:00:00,Delivery,1865,Completed
1236,160,17,2026-04-24,13:00:00,Delivery,1362,Completed
1237,461,5,2026-01-01,13:00:00,Takeaway,1368,Completed
1238,83,4,2026-03-27,13:00:00,Takeaway,1410,Completed
1239,173,14,2026-05-29,13:00:00,Delivery,1281,Completed
1240,372,21,2026-06-27,13:00:00,Takeaway,617,Completed
1241,203,12,2026-05-28,13:00:00,Delivery,1202,Completed
1242,90,5,2026-05-12,13:00:00,Takeaway,2748,Completed
1243,446,14,2026-03-21,13:00:00,Delivery,1304,Completed
1244,435,23,2026-02-08,13:00:00,Delivery,1112,Completed
1245,358,2,2026-02-15,13:00:00,Dine-In,1881,Completed
1246,28,16,2026-02-08,13:00:00,Dine-In,1140,Completed
1247,27,12,2026-05-07,13:00:00,Takeaway,2419,Completed
1248,28,13,2026-03-06,13:00:00,Takeaway,1572,Completed
1249,61,24,2026-07-11,13:00:00,Delivery,396,Completed
1250,52,12,2026-01-23,13:00:00,Delivery,1349,Completed
1251,128,30,2026-04-05,13:00:00,Takeaway,785,Completed
1252,381,18,2026-05-12,13:00:00,Delivery,2101,Completed
1253,491,28,2026-02-09,13:00:00,Takeaway,1398,Completed
1254,369,8,2026-04-20,13:00:00,Takeaway,1201,Completed
1255,192,19,2026-07-02,13:00:00,Takeaway,2010,Completed
1256,285,14,2026-01-10,13:00:00,Takeaway,2876,Completed
1257,118,11,2026-06-07,13:00:00,Dine-In,1487,Completed
1258,29,7,2026-03-29,13:00:00,Delivery,1952,Completed
1259,495,12,2026-05-01,13:00:00,Delivery,1554,Completed
1260,318,28,2026-01-13,13:00:00,Delivery,1246,Completed
1261,367,22,2026-07-29,13:00:00,Delivery,1337,Completed
1262,27,12,2026-03-10,13:00:00,Delivery,2434,Completed
1263,333,10,2026-01-10,13:00:00,Dine-In,2082,Completed
1264,157,12,2026-07-10,13:00:00,Delivery,1381,Completed
1265,487,21,2026-05-04,13:00:00,Dine-In,787,Completed
1266,442,26,2026-03-17,13:00:00,Delivery,1972,Completed
1267,103,8,2026-01-20,13:00:00,Delivery,1855,Completed
1268,378,24,2026-01-22,13:00:00,Delivery,969,Completed
1269,392,17,2026-04-29,13:00:00,Delivery,915,Completed
1270,258,13,2026-07-18,13:00:00,Delivery,872,Completed
1271,373,10,2026-02-11,13:00:00,Delivery,582,Completed
1272,468,3,2026-03-05,13:00:00,Delivery,684,Completed
1273,384,4,2026-07-06,13:00:00,Delivery,536,Completed
1274,375,22,2026-05-30,13:00:00,Dine-In,1018,Completed
1275,165,7,2026-01-14,13:00:00,Delivery,1065,Completed
1276,364,21,2026-02-06,13:00:00,Takeaway,850,Completed
1277,339,1,2026-02-06,13:00:00,Takeaway,2529,Completed
1278,462,3,2026-07-29,13:00:00,Dine-In,2583,Completed
1279,298,20,2026-04-09,13:00:00,Takeaway,1945,Completed
1280,362,1,2026-02-09,13:00:00,Delivery,1650,Completed
1281,345,2,2026-01-28,13:00:00,Delivery,886,Completed
1282,303,30,2026-05-27,13:00:00,Takeaway,1090,Completed
1283,296,13,2026-01-27,13:00:00,Delivery,1779,Completed
1284,294,30,2026-05-08,13:00:00,Dine-In,1661,Completed
1285,97,21,2026-05-08,13:00:00,Takeaway,1729,Completed
1286,326,26,2026-04-05,13:00:00,Delivery,1253,Completed
1287,428,2,2026-07-18,13:00:00,Dine-In,1735,Completed
1288,111,21,2026-02-16,13:00:00,Dine-In,2718,Completed
1289,211,11,2026-07-07,13:00:00,Takeaway,1513,Completed
1290,368,27,2026-04-17,13:00:00,Delivery,1221,Completed
1291,471,12,2026-07-25,13:00:00,Dine-In,2336,Completed
1292,440,28,2026-04-30,13:00:00,Dine-In,2202,Completed
1293,71,27,2026-01-18,13:00:00,Delivery,1901,Completed
1294,333,30,2026-04-20,13:00:00,Delivery,1202,Completed
1295,116,22,2026-06-02,13:00:00,Takeaway,2309,Completed
1296,157,26,2026-05-06,13:00:00,Takeaway,1775,Completed
1297,336,18,2026-02-18,13:00:00,Takeaway,2029,Completed
1298,481,28,2026-06-20,13:00:00,Takeaway,1797,Completed
1299,262,17,2026-06-06,13:00:00,Takeaway,808,Completed
1300,187,29,2026-04-27,13:00:00,Takeaway,1563,Completed
1301,80,16,2026-01-14,13:00:00,Delivery,679,Completed
1302,476,6,2026-02-20,13:00:00,Delivery,1220,Completed
1303,82,21,2026-03-11,13:00:00,Dine-In,388,Completed
1304,37,11,2026-01-25,13:00:00,Takeaway,623,Completed
1305,187,3,2026-06-03,13:00:00,Dine-In,857,Completed
1306,25,9,2026-06-29,13:00:00,Takeaway,1705,Completed
1307,370,18,2026-07-04,13:00:00,Delivery,966,Completed
1308,362,1,2026-07-13,13:00:00,Takeaway,1302,Completed
1309,452,25,2026-06-10,13:00:00,Dine-In,1090,Completed
1310,284,14,2026-07-13,13:00:00,Dine-In,2312,Completed
1311,446,19,2026-04-16,13:00:00,Dine-In,2124,Completed
1312,14,14,2026-01-15,13:00:00,Takeaway,3263,Completed
1313,454,7,2026-03-26,13:00:00,Delivery,1721,Completed
1314,369,13,2026-05-15,13:00:00,Delivery,919,Completed
1315,311,6,2026-07-29,13:00:00,Delivery,746,Completed
1316,82,13,2026-03-01,13:00:00,Takeaway,1634,Completed
1317,448,9,2026-06-13,13:00:00,Takeaway,2278,Completed
1318,469,28,2026-04-19,13:00:00,Takeaway,397,Completed
1319,27,4,2026-02-05,13:00:00,Takeaway,990,Completed
1320,261,1,2026-06-11,13:00:00,Dine-In,2914,Completed
1321,95,21,2026-01-26,13:00:00,Delivery,2311,Completed
1322,18,15,2026-07-24,13:00:00,Dine-In,1621,Completed
1323,244,24,2026-02-12,13:00:00,Delivery,1925,Completed
1324,16,2,2026-06-26,13:00:00,Takeaway,914,Completed
1325,86,25,2026-06-29,13:00:00,Takeaway,1362,Completed
1326,274,23,2026-05-21,13:00:00,Delivery,574,Completed
1327,350,27,2026-05-01,13:00:00,Delivery,2121,Completed
1328,265,25,2026-07-14,13:00:00,Delivery,2319,Completed
1329,268,23,2026-06-23,13:00:00,Delivery,822,Completed
1330,102,22,2026-07-01,13:00:00,Delivery,2201,Completed
1331,369,17,2026-04-01,13:00:00,Takeaway,363,Completed
1332,447,24,2026-02-16,13:00:00,Delivery,1150,Completed
1333,42,10,2026-06-15,13:00:00,Takeaway,1456,Completed
1334,253,20,2026-06-03,13:00:00,Takeaway,738,Completed
1335,164,11,2026-05-16,13:00:00,Dine-In,1800,Completed
1336,351,10,2026-04-16,13:00:00,Takeaway,941,Completed
1337,122,13,2026-03-08,13:00:00,Dine-In,1117,Completed
1338,441,30,2026-07-21,13:00:00,Dine-In,2212,Completed
1339,275,8,2026-03-04,13:00:00,Delivery,2569,Completed
1340,264,9,2026-04-26,13:00:00,Takeaway,2202,Completed
1341,158,10,2026-05-28,13:00:00,Delivery,979,Completed
1342,96,3,2026-06-25,13:00:00,Delivery,1979,Completed
1343,196,5,2026-04-06,13:00:00,Takeaway,2935,Completed
1344,402,23,2026-07-14,13:00:00,Delivery,1196,Completed
1345,94,7,2026-01-31,13:00:00,Dine-In,2126,Completed
1346,296,30,2026-06-01,13:00:00,Dine-In,1879,Completed
1347,442,16,2026-02-07,13:00:00,Dine-In,2120,Completed
1348,158,12,2026-07-08,13:00:00,Dine-In,1334,Completed
1349,408,3,2026-04-30,13:00:00,Takeaway,2926,Completed
1350,45,29,2026-03-08,13:00:00,Takeaway,2024,Completed
1351,226,13,2026-01-07,13:00:00,Delivery,1042,Completed
1352,496,19,2026-01-09,13:00:00,Dine-In,700,Completed
1353,368,25,2026-03-13,13:00:00,Delivery,1996,Completed
1354,358,5,2026-07-18,13:00:00,Takeaway,993,Completed
1355,475,5,2026-02-14,13:00:00,Takeaway,1134,Completed
1356,469,9,2026-01-08,13:00:00,Takeaway,984,Completed
1357,179,22,2026-03-20,13:00:00,Dine-In,2158,Completed
1358,476,2,2026-04-17,13:00:00,Takeaway,1471,Completed
1359,299,8,2026-01-16,13:00:00,Takeaway,867,Completed
1360,156,24,2026-06-21,13:00:00,Delivery,739,Completed
1361,346,23,2026-02-15,13:00:00,Takeaway,890,Completed
1362,372,8,2026-01-13,13:00:00,Takeaway,2658,Completed
1363,306,15,2026-02-06,13:00:00,Takeaway,1783,Completed
1364,277,25,2026-05-07,13:00:00,Takeaway,1890,Completed
1365,467,6,2026-04-11,13:00:00,Takeaway,937,Completed
1366,325,2,2026-06-29,13:00:00,Dine-In,1833,Completed
1367,152,6,2026-04-03,13:00:00,Dine-In,2412,Completed
1368,75,3,2026-04-21,13:00:00,Takeaway,3098,Completed
1369,409,4,2026-06-20,13:00:00,Takeaway,1113,Completed
1370,318,8,2026-05-23,13:00:00,Takeaway,2153,Completed
1371,96,25,2026-05-31,13:00:00,Delivery,412,Completed
1372,189,26,2026-07-11,13:00:00,Takeaway,1024,Completed
1373,85,14,2026-03-25,13:00:00,Delivery,1419,Completed
1374,422,23,2026-03-01,13:00:00,Dine-In,2410,Completed
1375,148,9,2026-05-17,13:00:00,Takeaway,2756,Completed
1376,208,24,2026-01-16,13:00:00,Delivery,2195,Completed
1377,48,10,2026-03-26,13:00:00,Delivery,1755,Completed
1378,126,10,2026-06-09,13:00:00,Delivery,1187,Completed
1379,313,29,2026-01-07,13:00:00,Takeaway,1913,Completed
1380,296,14,2026-05-29,13:00:00,Takeaway,682,Completed
1381,170,6,2026-07-12,13:00:00,Dine-In,1288,Completed
1382,362,9,2026-05-28,13:00:00,Delivery,1447,Completed
1383,67,15,2026-03-19,13:00:00,Takeaway,2504,Completed
1384,231,11,2026-01-13,13:00:00,Takeaway,1202,Completed
1385,470,13,2026-02-11,13:00:00,Dine-In,1714,Completed
1386,377,30,2026-04-22,13:00:00,Delivery,1360,Completed
1387,55,5,2026-06-28,13:00:00,Takeaway,1115,Completed
1388,371,11,2026-03-27,13:00:00,Dine-In,1521,Completed
1389,72,18,2026-01-06,13:00:00,Takeaway,1499,Completed
1390,458,10,2026-01-03,13:00:00,Dine-In,2397,Completed
1391,417,3,2026-04-27,13:00:00,Dine-In,2073,Completed
1392,93,10,2026-01-30,13:00:00,Takeaway,2028,Completed
1393,34,27,2026-05-27,13:00:00,Takeaway,1673,Completed
1394,372,3,2026-07-02,13:00:00,Takeaway,1212,Completed
1395,451,5,2026-06-20,13:00:00,Delivery,2319,Completed
1396,227,3,2026-01-24,13:00:00,Takeaway,1464,Completed
1397,325,18,2026-04-12,13:00:00,Dine-In,1870,Completed
1398,219,7,2026-02-22,13:00:00,Dine-In,873,Completed
1399,178,3,2026-06-25,13:00:00,Delivery,1220,Completed
1400,432,2,2026-02-21,13:00:00,Dine-In,2179,Completed
1401,200,14,2026-01-16,13:00:00,Takeaway,928,Completed
1402,129,24,2026-04-07,13:00:00,Delivery,1607,Completed
1403,14,12,2026-01-01,13:00:00,Delivery,2149,Completed
1404,311,27,2026-01-10,13:00:00,Dine-In,1290,Completed
1405,75,3,2026-03-22,13:00:00,Dine-In,1536,Completed
1406,197,16,2026-06-25,13:00:00,Takeaway,978,Completed
1407,146,13,2026-03-30,13:00:00,Takeaway,1037,Completed
1408,305,7,2026-04-08,13:00:00,Takeaway,2403,Completed
1409,207,21,2026-07-18,13:00:00,Delivery,3024,Completed
1410,187,28,2026-05-25,13:00:00,Dine-In,896,Completed
1411,400,15,2026-06-01,13:00:00,Delivery,1104,Completed
1412,114,13,2026-06-27,13:00:00,Takeaway,1848,Completed
1413,406,22,2026-07-27,13:00:00,Dine-In,2209,Completed
1414,165,12,2026-03-21,13:00:00,Delivery,1314,Completed
1415,299,8,2026-02-09,13:00:00,Takeaway,2174,Completed
1416,445,7,2026-06-28,13:00:00,Delivery,1698,Completed
1417,447,8,2026-01-03,13:00:00,Dine-In,2097,Completed
1418,62,28,2026-07-07,13:00:00,Dine-In,2330,Completed
1419,418,15,2026-05-26,13:00:00,Delivery,2043,Completed
1420,257,7,2026-01-26,13:00:00,Dine-In,789,Completed
1421,181,15,2026-04-29,13:00:00,Takeaway,1464,Completed
1422,45,14,2026-04-26,13:00:00,Dine-In,2696,Completed
1423,331,15,2026-01-22,13:00:00,Delivery,1486,Completed
1424,113,8,2026-03-24,13:00:00,Dine-In,1605,Completed
1425,10,18,2026-01-30,13:00:00,Dine-In,1444,Completed
1426,314,8,2026-07-11,13:00:00,Takeaway,1540,Completed
1427,217,29,2026-01-07,13:00:00,Dine-In,2497,Completed
1428,171,6,2026-01-25,13:00:00,Takeaway,2040,Completed
1429,156,24,2026-06-13,13:00:00,Takeaway,1941,Completed
1430,435,7,2026-06-18,13:00:00,Delivery,1711,Completed
1431,52,20,2026-05-12,13:00:00,Dine-In,1651,Completed
1432,251,1,2026-02-23,13:00:00,Takeaway,1456,Completed
1433,421,7,2026-01-24,13:00:00,Dine-In,941,Completed
1434,480,26,2026-05-05,13:00:00,Dine-In,1824,Completed
1435,92,8,2026-03-06,13:00:00,Dine-In,1420,Completed
1436,4,12,2026-04-13,13:00:00,Delivery,1806,Completed
1437,429,27,2026-03-06,13:00:00,Takeaway,1111,Completed
1438,183,10,2026-02-07,13:00:00,Takeaway,1828,Completed
1439,446,9,2026-03-23,13:00:00,Delivery,2906,Completed
