payment_id,order_id,payment_mode,amount,payment_status,payment_date
640,640,Wallet,843,Paid,2026-04-02
641,641,Cash,1529,Paid,2026-07-29
642,642,Cash,433,Paid,2026-07-24
643,643,Card,1410,Paid,2026-06-16
644,644,UPI,2433,Paid,2026-04-14
645,645,Card,1758,Paid,2026-07-04
646,646,Card,2782,Paid,2026-05-18
647,647,Wallet,3302,Paid,2026-02-27
648,648,Wallet,1818,Paid,2026-02-07
649,649,Wallet,2661,Paid,2026-02-06
650,650,Cash,1050,Paid,2026-07-09
651,651,Card,2528,Paid,2026-04-06
652,652,Card,1513,Paid,2026-04-27
653,653,Wallet,2028,Paid,2026-06-08
654,654,Card,2101,Paid,2026-03-12
655,655,Cash,1320,Paid,2026-01-11
656,656,UPI,2694,Paid,2026-01-21
657,657,Card,808,Paid,2026-02-25
658,658,Cash,1967,Paid,2026-01-29
659,659,Cash,1997,Paid,2026-04-09
660,660,UPI,1701,Paid,2026-05-22
661,661,Cash,1104,Paid,2026-02-26
662,662,Wallet,1108,Paid,2026-04-15
663,663,Cash,1790,Paid,2026-07-23
664,664,UPI,2069,Paid,2026-07-02
665,665,Wallet,967,Paid,2026-03-08
666,666,UPI,1550,Paid,2026-06-09
667,667,UPI,847,Paid,2026-01-09
668,668,Cash,1784,Paid,2026-01-24
669,669,Wallet,961,Paid,2026-05-19
670,670,UPI,2179,Paid,2026-06-10
671,671,UPI,785,Paid,2026-04-03
672,672,Wallet,2216,Paid,2026-03-27
673,673,UPI,1437,Paid,2026-02-27
674,674,UPI,1114,Paid,2026-03-31
675,675,Cash,1648,Paid,2026-01-11
676,676,Card,1344,Paid,2026-01-29
677,677,UPI,2386,Paid,2026-05-21
678,678,Cash,1544,Paid,2026-01-17
679,679,UPI,808,Paid,2026-07-15
680,680,Card,1623,Paid,2026-02-13
681,681,UPI,1308,Paid,2026-05-24
682,682,Cash,859,Paid,2026-02-19
683,683,UPI,2256,Paid,2026-05-10
684,684,UPI,894,Paid,2026-05-07
685,685,Card,2187,Paid,2026-03-24
686,686,Card,1077,Paid,2026-01-23
687,687,Cash,1377,Paid,2026-02-05
688,688,Card,1600,Paid,2026-03-26
689,689,Card,1239,Paid,2026-05-05
690,690,Wallet,783,Paid,2026-03-10
691,691,UPI,1542,Paid,2026-05-01
692,692,Card,540,Paid,2026-03-19
693,693,Wallet,1934,Paid,2026-03-05
694,694,Card,922,Paid,2026-06-08
695,695,Card,2167,Paid,2026-06-26
696,696,Wallet,1265,Paid,2026-04-30
697,697,Cash,2157,Paid,2026-02-02
698,698,UPI,1301,Paid,2026-01-29
699,699,UPI,1308,Paid,2026-07-12
700,700,UPI,1175,Paid,2026-06-26
701,701,UPI,620,Paid,2026-02-04
702,702,Cash,1262,Paid,2026-03-10
703,703,Cash,2250,Paid,2026-06-07
704,704,Cash,2945,Paid,2026-02-16
705,705,Wallet,1833,Paid,2026-01-28
706,706,UPI,484,Paid,2026-03-14
707,707,Card,2325,Paid,2026-06-30
708,708,UPI,645,Paid,2026-05-02
709,709,Cash,1968,Paid,2026-02-01
710,710,Cash,1374,Paid,2026-07-29
711,711,UPI,1203,Paid,2026-04-19
712,712,Cash,2607,Paid,2026-04-13
713,713,UPI,2795,Paid,2026-03-28
714,714,UPI,1901,Paid,2026-05-13
715,715,Cash,2139,Paid,2026-05-16
716,716,UPI,1332,Paid,2026-07-20
717,717,Card,2185,Paid,2026-05-06
718,718,UPI,1195,Paid,2026-02-10
719,719,Wallet,1816,Paid,2026-05-02
720,720,UPI,704,Paid,2026-05-09
721,721,Wallet,752,Paid,2026-03-23
722,722,Card,1477,Paid,2026-02-27
723,723,Cash,1686,Paid,2026-03-05
724,724,UPI,2568,Paid,2026-01-21
725,725,Cash,1260,Paid,2026-07-11
726,726,UPI,681,Paid,2026-02-24
727,727,Cash,1032,Paid,2026-06-20
728,728,Cash,2144,Paid,2026-01-10
729,729,Cash,1132,Paid,2026-02-09
730,730,Card,1459,Paid,2026-02-20
731,731,UPI,2197,Paid,2026-05-13
732,732,UPI,933,Paid,2026-05-21
733,733,UPI,1413,Paid,2026-06-23
734,734,UPI,1836,Paid,2026-06-30
735,735,Cash,1516,Paid,2026-07-13
736,736,Wallet,1984,Paid,2026-03-09
737,737,Card,1947,Paid,2026-01-23
738,738,Cash,1542,Paid,2026-04-18
739,739,Card,2111,Paid,2026-06-12
740,740,Cash,1752,Paid,2026-05-23
741,741,UPI,1281,Paid,2026-01-30
742,742,Wallet,825,Paid,2026-01-08
743,743,Cash,518,Paid,2026-07-02
744,744,Cash,1150,Paid,2026-07-19
745,745,Wallet,2086,Paid,2026-06-04
746,746,UPI,1556,Paid,2026-02-03
747,747,Cash,797,Paid,2026-03-04
748,748,Wallet,631,Paid,2026-01-06
749,749,Wallet,1468,Paid,2026-01-08
750,750,Wallet,1382,Paid,2026-06-05
751,751,Wallet,1813,Paid,2026-04-18
752,752,Cash,2324,Paid,2026-05-25
753,753,Wallet,2475,Paid,2026-04-13
754,754,Card,2090,Paid,2026-05-16
755,755,Cash,2034,Paid,2026-06-27
756,756,Card,869,Paid,2026-02-16
757,757,Cash,645,Paid,2026-02-28
758,758,UPI,1891,Paid,2026-05-05
759,759,Card,565,Paid,2026-03-29
760,760,Wallet,570,Paid,2026-05-08
761,761,UPI,2870,Paid,2026-01-30
762,762,UPI,566,Paid,2026-06-07
763,763,Card,1337,Paid,2026-02-05
764,764,Wallet,1554,Paid,2026-06-23
765,765,UPI,1596,Paid,2026-04-18
766,766,UPI,783,Paid,2026-01-25
767,767,Cash,1130,Paid,2026-06-28
768,768,UPI,990,Paid,2026-03-22
769,769,Wallet,1344,Paid,2026-04-21
770,770,Cash,2012,Paid,2026-07-25
771,771,Card,1908,Paid,2026-06-19
772,772,Card,516,Paid,2026-04-26
773,773,Card,1878,Paid,2026-04-02
774,774,Card,1794,Paid,2026-07-19
775,775,Wallet,2238,Paid,2026-07-18
776,776,Cash,2440,Paid,2026-02-03
777,777,UPI,1462,Paid,2026-04-12
778,778,Card,1406,Paid,2026-02-28
779,779,Card,1240,Paid,2026-05-18
780,780,Cash,1458,Paid,2026-04-17
781,781,Card,2951,Paid,2026-07-03
782,782,Wallet,1086,Paid,2026-02-11
783,783,Cash,1821,Paid,2026-02-09
784,784,UPI,1146,Paid,2026-03-16
785,785,UPI,1812,Paid,2026-02-14
786,786,Card,2484,Paid,2026-07-12
787,787,UPI,1675,Paid,2026-06-14
788,788,Cash,2335,Paid,2026-04-25
789,789,Wallet,2181,Paid,2026-03-17
790,790,Cash,2505,Paid,2026-02-03
791,791,Wallet,527,Paid,2026-06-23
792,792,UPI,2658,Paid,2026-03-01
793,793,Cash,742,Paid,2026-01-06
794,794,Cash,1498,Paid,2026-07-09
795,795,UPI,1359,Paid,2026-03-16
796,796,Card,2441,Paid,2026-02-20
797,797,Wallet,1034,Paid,2026-04-19
798,798,Cash,1843,Paid,2026-02-16
799,799,UPI,1612,Paid,2026-06-30
800,800,Wallet,1506,Paid,2026-05-26
801,801,Cash,1896,Paid,2026-06-23
802,802,Cash,1965,Paid,2026-04-08
803,803,Cash,1133,Paid,2026-07-23
804,804,Card,759,Paid,2026-02-19
805,805,Cash,1351,Paid,2026-07-21
806,806,Cash,2513,Paid,2026-04-08
807,807,Wallet,1017,Paid,2026-03-13
808,808,UPI,1181,Paid,2026-05-05
809,809,Wallet,2043,Paid,2026-04-16
810,810,UPI,2136,Paid,2026-05-08
811,811,Card,2547,Paid,2026-01-01
812,812,Wallet,2089,Paid,2026-07-10
813,813,UPI,3482,Paid,2026-06-25
814,814,UPI,1073,Paid,2026-04-15
815,815,Card,1038,Paid,2026-05-03
816,816,UPI,1781,Paid,2026-03-23
817,817,Cash,1907,Paid,2026-03-16
818,818,Cash,1343,Paid,2026-03-12
819,819,Card,1682,Paid,2026-07-12
820,820,Card,1899,Paid,2026-04-14
821,821,Wallet,1588,Paid,2026-07-22
822,822,Card,1522,Paid,2026-06-14
823,823,UPI,3025,Paid,2026-04-11
824,824,Wallet,1921,Paid,2026-07-15
825,825,UPI,2815,Paid,2026-07-25
826,826,Wallet,780,Paid,2026-05-07
827,827,Wallet,1827,Paid,2026-07-12
828,828,Cash,1299,Paid,2026-07-29
829,829,Cash,571,Paid,2026-05-20
830,830,Cash,1042,Paid,2026-05-23
831,831,Cash,1380,Paid,2026-01-20
832,832,Card,1794,Paid,2026-02-04
833,833,Cash,948,Paid,2026-01-24
834,834,Wallet,964,Paid,2026-07-08
835,835,UPI,2098,Paid,2026-02-07
836,836,UPI,1471,Paid,2026-04-08
837,837,Card,2256,Paid,2026-03-21
838,838,Cash,2265,Paid,2026-07-14
839,839,Wallet,1636,Paid,2026-06-25
840,840,Cash,1632,Paid,2026-05-23
841,841,Cash,1928,Paid,2026-04-12
842,842,Cash,2806,Paid,2026-02-16
843,843,Cash,1758,Paid,2026-06-15
844,844,Wallet,2949,Paid,2026-03-22
845,845,Cash,2269,Paid,2026-01-14
846,846,Wallet,1068,Paid,2026-02-26
847,847,Cash,1861,Paid,2026-07-11
848,848,UPI,665,Paid,2026-07-03
849,849,Cash,2346,Paid,2026-06-20
850,850,Cash,2645,Paid,2026-05-10
851,851,UPI,798,Paid,2026-03-27
852,852,UPI,2011,Paid,2026-02-20
853,853,Cash,1785,Paid,2026-07-27
854,854,Cash,1522,Paid,2026-01-28
855,855,Card,725,Paid,2026-04-12
856,856,UPI,1499,Paid,2026-03-30
857,857,Wallet,633,Paid,2026-06-29
858,858,Card,3134,Paid,2026-02-17
859,859,Cash,1343,Paid,2026-06-27
860,860,Card,1804,Paid,2026-04-05
861,861,Cash,2837,Paid,2026-04-18
862,862,Cash,936,Paid,2026-03-04
863,863,UPI,1998,Paid,2026-07-08
864,864,Wallet,555,Paid,2026-02-25
865,865,Card,1803,Paid,2026-04-12
866,866,UPI,1126,Paid,2026-02-04
867,867,Card,1923,Paid,2026-04-13
868,868,Cash,2724,Paid,2026-06-02
869,869,Cash,1311,Paid,2026-07-02
870,870,Cash,512,Paid,2026-02-27
871,871,Card,2199,Paid,2026-05-28
872,872,Cash,1761,Paid,2026-06-16
873,873,UPI,1889,Paid,2026-02-15
874,874,UPI,496,Paid,2026-06-30
875,875,UPI,1084,Paid,2026-04-15
876,876,UPI,2795,Paid,2026-01-19
877,877,Cash,2481,Paid,2026-03-19
878,878,Wallet,1697,Paid,2026-06-13
879,879,Wallet,1403,Paid,2026-07-02
880,880,Card,1071,Paid,2026-05-06
881,881,UPI,1806,Paid,2026-07-26
882,882,UPI,1216,Paid,2026-02-08
883,883,Card,2172,Paid,2026-04-23
884,884,Card,951,Paid,2026-07-10
885,885,Wallet,1198,Paid,2026-01-18
886,886,Wallet,2085,Paid,2026-07-12
887,887,Wallet,1921,Paid,2026-06-21
888,888,Card,2131,Paid,2026-04-05
889,889,UPI,1745,Paid,2026-06-22
890,890,UPI,723,Paid,2026-05-26
891,891,Cash,966,Paid,2026-05-26
892,892,Cash,2007,Paid,2026-03-19
893,893,Card,1570,Paid,2026-07-18
894,894,Wallet,911,Paid,2026-01-12
895,895,Wallet,1958,Paid,2026-07-25
896,896,Wallet,1346,Paid,2026-04-16
897,897,Card,311,Paid,2026-03-16
898,898,Card,3180,Paid,2026-06-29
899,899,Wallet,1247,Paid,2026-07-10
900,900,Wallet,1452,Paid,2026-07-28
901,901,Cash,2265,Paid,2026-01-28
902,902,Wallet,962,Paid,2026-04-30
903,903,Cash,1535,Paid,2026-06-24
904,904,Wallet,2129,Paid,2026-05-15
905,905,Card,1772,Paid,2026-02-12
906,906,UPI,1128,Paid,2026-03-27
907,907,Cash,1974,Paid,2026-02-18
908,908,Card,1059,Paid,2026-02-04
909,909,Card,1252,Paid,2026-05-21
910,910,Wallet,2151,Paid,2026-05-25
911,911,Wallet,1791,Paid,2026-01-12
912,912,UPI,1442,Paid,2026-07-23
913,913,Card,1462,Paid,2026-03-20
914,914,UPI,1647,Paid,2026-03-17
915,915,Wallet,1795,Paid,2026-06-24
916,916,UPI,1909,Paid,2026-06-15
917,917,Card,1269,Paid,2026-03-18
918,918,Wallet,2239,Paid,2026-02-04
919,919,Wallet,1392,Paid,2026-02-19
920,920,Cash,747,Paid,2026-02-20
921,921,Card,2194,Paid,2026-07-07
922,922,Wallet,2436,Paid,2026-07-16
923,923,UPI,1491,Paid,2026-05-29
924,924,Cash,2406,Paid,2026-07-15
925,925,UPI,2351,Paid,2026-01-06
926,926,Card,1105,Paid,2026-04-16
927,927,UPI,1593,Paid,2026-07-06
928,928,Wallet,1759,Paid,2026-02-05
929,929,Card,2454,Paid,2026-01-27
930,930,UPI,1083,Paid,2026-05-06
931,931,Wallet,1024,Paid,2026-01-08
932,932,Card,927,Paid,2026-03-08
933,933,UPI,2174,Paid,2026-04-20
934,934,Card,2595,Paid,2026-02-19
935,935,UPI,1301,Paid,2026-02-28
936,936,Wallet,1101,Paid,2026-06-13
937,937,Cash,1288,Paid,2026-01-15
938,938,Cash,1351,Paid,2026-04-05
939,939,UPI,1125,Paid,2026-02-09
940,940,UPI,1641,Paid,2026-07-03
941,941,Wallet,1338,Paid,2026-03-14
942,942,Cash,1072,Paid,2026-02-15
943,943,Card,1620,Paid,2026-02-24
944,944,Cash,2134,Paid,2026-06-27
945,945,Cash,1884,Paid,2026-04-01
946,946,Card,1320,Paid,2026-01-31
947,947,Wallet,1635,Paid,2026-03-24
948,948,Card,977,Paid,2026-03-09
949,949,UPI,2059,Paid,2026-04-06
950,950,Wallet,1906,Paid,2026-06-24
951,951,Wallet,1674,Paid,2026-02-08
952,952,Wallet,2257,Paid,2026-06-01
953,953,Card,1763,Paid,2026-03-07
954,954,Cash,3031,Paid,2026-06-13
955,955,Wallet,2190,Paid,2026-03-28
956,956,Card,1135,Paid,2026-01-24
957,957,Wallet,1093,Paid,2026-03-31
958,958,Card,1768,Paid,2026-04-28
959,959,Cash,1112,Paid,2026-03-08
960,960,Card,1256,Paid,2026-06-03
961,961,UPI,1935,Paid,2026-07-29
962,962,Cash,542,Paid,2026-05-27
963,963,Wallet,1826,Paid,2026-02-16
964,964,UPI,846,Paid,2026-02-25
965,965,UPI,1218,Paid,2026-04-16
966,966,Card,1647,Paid,2026-03-27
967,967,Card,1123,Paid,2026-05-17
968,968,Card,555,Paid,2026-06-24
969,969,Card,826,Paid,2026-03-01
970,970,Card,3542,Paid,2026-03-18
971,971,Cash,1150,Paid,2026-01-25
972,972,Card,2058,Paid,2026-05-20
973,973,Cash,1875,Paid,2026-06-23
974,974,UPI,1996,Paid,2026-06-20
975,975,Card,588,Paid,2026-05-04
976,976,Wallet,482,Paid,2026-06-09
977,977,Cash,1110,Paid,2026-04-13
978,978,Wallet,2288,Paid,2026-07-26
979,979,Cash,1500,Paid,2026-04-22
980,980,Card,1897,Paid,2026-05-30
981,981,Wallet,757,Paid,2026-04-02
982,982,Cash,1020,Paid,2026-04-20
983,983,Wallet,401,Paid,2026-06-18
984,984,Card,2107,Paid,2026-01-10
985,985,Card,2962,Paid,2026-06-30
986,986,UPI,664,Paid,2026-01-22
987,987,UPI,1011,Paid,2026-03-09
988,988,Wallet,1196,Paid,2026-01-23
989,989,Cash,1602,Paid,2026-03-09
990,990,Card,1384,Paid,2026-02-15
991,991,Cash,1429,Paid,2026-03-06
992,992,Wallet,2301,Paid,2026-03-21
993,993,UPI,1231,Paid,2026-02-01
994,994,Wallet,1856,Paid,2026-01-18
995,995,Card,283,Paid,2026-05-07
996,996,UPI,1434,Paid,2026-03-03
997,997,Cash,671,Paid,2026-02-25
998,998,UPI,3114,Paid,2026-05-11
999,999,Card,1398,Paid,2026-01-22
1000,1000,Cash,1263,Paid,2026-07-26
1001,1001,Card,1761,Paid,2026-05-31
1002,1002,Card,878,Paid,2026-03-18
1003,1003,Cash,2017,Paid,2026-04-27
1004,1004,Card,2591,Paid,2026-03-15
1005,1005,UPI,759,Paid,2026-04-09
1006,1006,Wallet,1057,Paid,2026-01-14
1007,1007,Card,1770,Paid,2026-06-02
1008,1008,UPI,1599,Paid,2026-02-23
1009,1009,Wallet,794,Paid,2026-06-12
1010,1010,Cash,1758,Paid,2026-05-30
1011,1011,Card,2592,Paid,2026-06-05
1012,1012,UPI,890,Paid,2026-04-28
1013,1013,Cash,1188,Paid,2026-06-13
1014,1014,UPI,1866,Paid,2026-07-20
1015,1015,Card,1936,Paid,2026-06-01
1016,1016,UPI,1228,Paid,2026-07-04
1017,1017,Cash,2355,Paid,2026-01-21
1018,1018,Cash,1857,Paid,2026-07-04
1019,1019,Card,2231,Paid,2026-03-13
1020,1020,UPI,1334,Paid,2026-03-24
1021,1021,UPI,390,Paid,2026-04-11
1022,1022,UPI,1599,Paid,2026-04-26
1023,1023,Cash,1540,Paid,2026-04-05
1024,1024,Cash,2828,Paid,2026-07-27
1025,1025,Cash,1888,Paid,2026-01-02
1026,1026,Wallet,877,Paid,2026-07-24
1027,1027,Cash,1638,Paid,2026-07-21
1028,1028,Wallet,1634,Paid,2026-07-04
1029,1029,Wallet,939,Paid,2026-03-19
1030,1030,Card,1637,Paid,2026-02-05
1031,1031,UPI,2827,Paid,2026-06-18
1032,1032,UPI,734,Paid,2026-04-09
1033,1033,Wallet,1735,Paid,2026-07-19
1034,1034,Cash,1181,Paid,2026-01-15
1035,1035,Wallet,767,Paid,2026-05-08
1036,1036,UPI,2033,Paid,2026-06-21
1037,1037,UPI,3250,Paid,2026-01-23
1038,1038,Card,1000,Paid,2026-05-11
1039,1039,Card,1890,Paid,2026-03-31
1040,1040,UPI,747,Paid,2026-04-30
1041,1041,UPI,2258,Paid,2026-06-19
1042,1042,UPI,974,Paid,2026-02-28
1043,1043,UPI,1670,Paid,2026-02-10
1044,1044,UPI,951,Paid,2026-06-26
1045,1045,Card,2434,Paid,2026-02-25
1046,1046,UPI,1319,Paid,2026-03-17
1047,1047,Cash,1623,Paid,2026-05-28
1048,1048,Card,1554,Paid,2026-01-21
1049,1049,Wallet,1672,Paid,2026-05-06
1050,1050,Card,1449,Paid,2026-06-03
1051,1051,Wallet,2134,Paid,2026-04-06
1052,1052,Wallet,958,Paid,2026-02-26
1053,1053,Wallet,1178,Paid,2026-03-06
1054,1054,UPI,1317,Paid,2026-01-18
1055,1055,Cash,1365,Paid,2026-03-31
1056,1056,Cash,2667,Paid,2026-05-09
1057,1057,UPI,2175,Paid,2026-02-06
1058,1058,Card,1072,Paid,2026-02-07
1059,1059,UPI,1933,Paid,2026-01-28
1060,1060,Wallet,1456,Paid,2026-07-11
1061,1061,UPI,1086,Paid,2026-07-16
1062,1062,Wallet,2153,Paid,2026-03-09
1063,1063,Cash,1333,Paid,2026-05-10
1064,1064,Cash,2771,Paid,2026-06-30
1065,1065,UPI,1282,Paid,2026-01-07
1066,1066,Wallet,1895,Paid,2026-01-22
1067,1067,Cash,1530,Paid,2026-04-02
1068,1068,Cash,1755,Paid,2026-04-07
1069,1069,UPI,2735,Paid,2026-07-26
1070,1070,UPI,1452,Paid,2026-07-05
1071,1071,Cash,2112,Paid,2026-02-11
1072,1072,Cash,1516,Paid,2026-06-12
1073,1073,Card,466,Paid,2026-04-04
1074,1074,Wallet,1774,Paid,2026-07-15
1075,1075,Card,1336,Paid,2026-01-18
1076,1076,Card,2652,Paid,2026-07-10
1077,1077,Card,1286,Paid,2026-02-17
1078,1078,Card,1685,Paid,2026-02-11
1079,1079,Cash,2450,Paid,2026-02-05
1080,1080,Wallet,2793,Paid,2026-03-23
1081,1081,UPI,1008,Paid,2026-04-11
1082,1082,Cash,1050,Paid,2026-03-27
1083,1083,UPI,867,Paid,2026-02-03
1084,1084,UPI,1151,Paid,2026-04-04
1085,1085,UPI,1460,Paid,2026-03-07
1086,1086,Cash,2211,Paid,2026-06-30
1087,1087,Wallet,2529,Paid,2026-03-01
1088,1088,Cash,1449,Paid,2026-04-24
1089,1089,UPI,1744,Paid,2026-07-20
1090,1090,Card,546,Paid,2026-03-25
1091,1091,UPI,1958,Paid,2026-05-25
1092,1092,Cash,509,Paid,2026-04-30
1093,1093,UPI,1422,Paid,2026-05-29
1094,1094,Cash,602,Paid,2026-05-16
1095,1095,Cash,3324,Paid,2026-02-15
1096,1096,Card,1431,Paid,2026-06-27
1097,1097,UPI,2230,Paid,2026-01-12
1098,1098,Wallet,1227,Paid,2026-05-09
1099,1099,Wallet,1437,Paid,2026-05-23
1100,1100,UPI,1435,Paid,2026-02-07
1101,1101,Card,1697,Paid,2026-03-19
1102,1102,UPI,463,Paid,2026-02-01
1103,1103,UPI,1741,Paid,2026-03-04
1104,1104,UPI,2178,Paid,2026-01-05
1105,1105,Cash,1163,Paid,2026-01-06
1106,1106,Card,1155,Paid,2026-01-04
1107,1107,UPI,1889,Paid,2026-03-11
1108,1108,Cash,930,Paid,2026-02-16
1109,1109,Wallet,2022,Paid,2026-07-06
1110,1110,Cash,1891,Paid,2026-03-08
1111,1111,UPI,1104,Paid,2026-03-01
1112,1112,Cash,1614,Paid,2026-01-01
1113,1113,UPI,1409,Paid,2026-07-01
1114,1114,Card,563,Paid,2026-04-16
1115,1115,Cash,1856,Paid,2026-04-16
1116,1116,Card,1602,Paid,2026-04-24
1117,1117,UPI,1374,Paid,2026-07-21
1118,1118,Card,2369,Paid,2026-06-05
1119,1119,Cash,1259,Paid,2026-07-26
1120,1120,Cash,786,Paid,2026-05-25
1121,1121,Card,1474,Paid,2026-03-29
1122,1122,UPI,2095,Paid,2026-02-22
1123,1123,UPI,2227,Paid,2026-03-02
1124,1124,Cash,847,Paid,2026-05-03
1125,1125,Card,1873,Paid,2026-02-24
1126,1126,UPI,1199,Paid,2026-07-24
1127,1127,Wallet,1063,Paid,2026-05-14
1128,1128,UPI,2609,Paid,2026-06-27
1129,1129,UPI,2581,Paid,2026-06-27
1130,1130,Wallet,605,Paid,2026-01-11
1131,1131,Wallet,1524,Paid,2026-03-11
1132,1132,UPI,1906,Paid,2026-01-06
1133,1133,UPI,2673,Paid,2026-06-03
1134,1134,UPI,1934,Paid,2026-07-10
1135,1135,Wallet,2091,Paid,2026-02-27
1136,1136,UPI,1717,Paid,2026-04-23
1137,1137,UPI,1710,Paid,2026-04-10
1138,1138,Wallet,2166,Paid,2026-07-29
1139,1139,UPI,1580,Paid,2026-04-24
1140,1140,Card,982,Paid,2026-03-17
1141,1141,UPI,1146,Paid,2026-03-16
1142,1142,Wallet,2445,Paid,2026-04-07
1143,1143,Card,1362,Paid,2026-03-24
1144,1144,Card,2673,Paid,2026-06-12
1145,1145,UPI,2079,Paid,2026-03-15
1146,1146,UPI,1510,Paid,2026-07-20
1147,1147,Cash,941,Paid,2026-03-20
1148,1148,Card,2075,Paid,2026-03-20
1149,1149,Cash,1063,Paid,2026-02-12
1150,1150,UPI,590,Paid,2026-04-24
1151,1151,UPI,1381,Paid,2026-07-02
1152,1152,Wallet,2751,Paid,2026-01-21
1153,1153,Cash,1183,Paid,2026-05-12
1154,1154,Card,1270,Paid,2026-03-18
1155,1155,Cash,1980,Paid,2026-04-25
1156,1156,UPI,1707,Paid,2026-07-08
1157,1157,Wallet,1947,Paid,2026-01-28
1158,1158,UPI,856,Paid,2026-02-21
1159,1159,Cash,1113,Paid,2026-06-29
1160,1160,Wallet,344,Paid,2026-01-31
1161,1161,UPI,1995,Paid,2026-06-18
1162,1162,UPI,2290,Paid,2026-01-02
1163,1163,Cash,2313,Paid,2026-07-01
1164,1164,Wallet,1251,Paid,2026-04-21
1165,1165,Wallet,1060,Paid,2026-05-25
1166,1166,UPI,943,Paid,2026-07-13
1167,1167,Wallet,654,Paid,2026-06-03
1168,1168,Wallet,1048,Paid,2026-04-05
1169,1169,UPI,836,Paid,2026-07-27
1170,1170,Card,1305,Paid,2026-05-07
1171,1171,Card,1374,Paid,2026-03-11
1172,1172,Cash,1126,Paid,2026-05-13
1173,1173,Wallet,1941,Paid,2026-03-05
1174,1174,Card,2045,Paid,2026-03-22
1175,1175,Card,2197,Paid,2026-07-24
1176,1176,Card,2283,Paid,2026-01-30
1177,1177,Card,869,Paid,2026-05-27
1178,1178,Cash,1338,Paid,2026-01-09
1179,1179,Wallet,2109,Paid,2026-02-22
1180,1180,Card,1300,Paid,2026-07-24
1181,1181,UPI,2615,Paid,2026-03-14
1182,1182,Card,1514,Paid,2026-02-17
1183,1183,UPI,1909,Paid,2026-07-17
1184,1184,UPI,1805,Paid,2026-05-12
1185,1185,Card,1784,Paid,2026-01-04
1186,1186,Cash,1652,Paid,2026-01-09
1187,1187,Wallet,3163,Paid,2026-06-16
1188,1188,Cash,829,Paid,2026-04-13
1189,1189,Cash,2827,Paid,2026-07-13
1190,1190,UPI,854,Paid,2026-04-18
1191,1191,Wallet,1233,Paid,2026-01-31
1192,1192,UPI,838,Paid,2026-07-16
1193,1193,Wallet,1149,Paid,2026-06-04
1194,1194,Cash,2079,Paid,2026-03-27
1195,1195,Wallet,1018,Paid,2026-01-29
1196,1196,Cash,1205,Paid,2026-01-18
1197,1197,Wallet,2467,Paid,2026-05-18
1198,1198,UPI,1092,Paid,2026-07-21
1199,1199,UPI,1260,Paid,2026-02-18
1200,1200,Card,515,Paid,2026-06-11
1201,1201,Wallet,1686,Paid,2026-06-24
1202,1202,Wallet,1388,Paid,2026-07-21
1203,1203,UPI,2557,Paid,2026-05-13
1204,1204,Cash,3304,Paid,2026-05-24
1205,1205,UPI,1161,Paid,2026-07-02
1206,1206,Wallet,1880,Paid,2026-07-02
1207,1207,Cash,1137,Paid,2026-06-17
1208,1208,Cash,1116,Paid,2026-05-03
1209,1209,Cash,1044,Paid,2026-06-18
1210,1210,Wallet,1463,Paid,2026-02-26
1211,1211,Wallet,2579,Paid,2026-05-26
1212,1212,Wallet,839,Paid,2026-07-11
1213,1213,Card,1770,Paid,2026-03-31
1214,1214,Wallet,1323,Paid,2026-06-10
1215,1215,Card,2331,Paid,2026-06-24
1216,1216,Wallet,788,Paid,2026-01-10
1217,1217,UPI,1054,Paid,2026-06-27
1218,1218,UPI,1117,Paid,2026-05-05
1219,1219,Card,1721,Paid,2026-04-22
1220,1220,UPI,2001,Paid,2026-07-02
1221,1221,UPI,1314,Paid,2026-05-19
1222,1222,UPI,2405,Paid,2026-04-03
1223,1223,Cash,1476,Paid,2026-05-09
1224,1224,UPI,1143,Paid,2026-02-13
1225,1225,Wallet,1269,Paid,2026-05-25
1226,1226,Wallet,3666,Paid,2026-01-23
1227,1227,UPI,2213,Paid,2026-07-02
1228,1228,UPI,2196,Paid,2026-04-09
1229,1229,Cash,561,Paid,2026-02-22
1230,1230,UPI,1318,Paid,2026-02-06
1231,1231,Cash,1873,Paid,2026-03-26
1232,1232,Card,1916,Paid,2026-03-01
1233,1233,UPI,2540,Paid,2026-05-17
1234,1234,Cash,1169,Paid,2026-07-16
1235,1235,Card,1865,Paid,2026-05-07
1236,1236,UPI,1362,Paid,2026-04-24
1237,1237,Cash,1368,Paid,2026-01-01
1238,1238,Wallet,1410,Paid,2026-03-27
1239,1239,UPI,1281,Paid,2026-05-29
1240,1240,UPI,617,Paid,2026-06-27
1241,1241,Wallet,1202,Paid,2026-05-28
1242,1242,Cash,2748,Paid,2026-05-12
1243,1243,Wallet,1304,Paid,2026-03-21
1244,1244,Cash,1112,Paid,2026-02-08
1245,1245,Card,1881,Paid,2026-02-15
1246,1246,Cash,1140,Paid,2026-02-08
1247,1247,Wallet,2419,Paid,2026-05-07
1248,1248,UPI,1572,Paid,2026-03-06
1249,1249,Cash,396,Paid,2026-07-11
1250,1250,Wallet,1349,Paid,2026-01-23
1251,1251,UPI,785,Paid,2026-04-05
1252,1252,UPI,2101,Paid,2026-05-12
1253,1253,Cash,1398,Paid,2026-02-09
1254,1254,UPI,1201,Paid,2026-04-20
1255,1255,Cash,2010,Paid,2026-07-02
